Language,subj,edad,género,lugar de grabación,grabación,fecha,age,task,prompt,age_interval,response_num,response,correct,spanish,adjacency,dist,correct_switch
Shipibo,sh_5,7,femenino,bilingue,1,17/07/2017,7.8,Comprehension,Yankon,8,2,274,0,Azul/Verde,1,,
Shipibo,sh_5,7,femenino,bilingue,1,17/07/2017,7.8,Comprehension,Joshin,8,2,245,1,Rojo,,,
Shipibo,sh_5,7,femenino,bilingue,1,17/07/2017,7.8,Comprehension,Pei/Xo,8,2,274,0,Verde,0,74.88113647641842,
Shipibo,sh_6,8,masculino,bilingue,2,17/07/2017,8.2,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_6,8,masculino,bilingue,2,17/07/2017,8.2,Comprehension,Joshin,8,2,,,Rojo,,,
Shipibo,sh_6,8,masculino,bilingue,2,17/07/2017,8.2,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_7,5,masculino,bilingue,3,17/07/2017,5.7,Comprehension,Yankon,6,2,312,0,Azul/Verde,1,,
Shipibo,sh_7,5,masculino,bilingue,3,17/07/2017,5.7,Comprehension,Joshin,6,2,1,0,Rojo,0,102.87037328599523,
Shipibo,sh_7,5,masculino,bilingue,3,17/07/2017,5.7,Comprehension,Pei/Xo,6,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_8,8,femenino,bilingue,4,17/07/2017,8.9,Comprehension,Yankon,9,2,234,1,Azul/Verde,1,,
Shipibo,sh_8,8,femenino,bilingue,4,17/07/2017,8.9,Comprehension,Joshin,9,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_8,8,femenino,bilingue,4,17/07/2017,8.9,Comprehension,Pei/Xo,9,2,,,Verde,,,
Shipibo,sh_9,8,masculino,bilingue,9,17/07/2017,8.3,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_9,8,masculino,bilingue,9,17/07/2017,8.3,Comprehension,Joshin,8,2,320,1,Rojo,0,71.2641529803028,
Shipibo,sh_9,8,masculino,bilingue,9,17/07/2017,8.3,Comprehension,Pei/Xo,8,2,234,1,Verde,,,
Shipibo,sh_10,7,masculino,c.c.n.n. (bahuanisho),1,02/08/2017,7,Comprehension,Yankon,7,2,1,1,Azul/Verde,1,,
Shipibo,sh_10,7,masculino,c.c.n.n. (bahuanisho),1,02/08/2017,7,Comprehension,Joshin,7,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_10,7,masculino,c.c.n.n. (bahuanisho),1,02/08/2017,7,Comprehension,Pei/Xo,7,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_11,6,masculino,c.c.n.n. (bahuanisho),2,02/08/2017,6.9,Comprehension,Yankon,7,2,297,0,Azul/Verde,1,,
Shipibo,sh_11,6,masculino,c.c.n.n. (bahuanisho),2,02/08/2017,6.9,Comprehension,Joshin,7,2,320,1,Rojo,0,71.2641529803028,
Shipibo,sh_11,6,masculino,c.c.n.n. (bahuanisho),2,02/08/2017,6.9,Comprehension,Pei/Xo,7,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_12,5,femenino,c.c.n.n. (bahuanisho),3,02/08/2017,6.5,Comprehension,Yankon,6,2,245,0,Azul/Verde,1,,
Shipibo,sh_12,5,femenino,c.c.n.n. (bahuanisho),3,02/08/2017,6.5,Comprehension,Joshin,6,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_12,5,femenino,c.c.n.n. (bahuanisho),3,02/08/2017,6.5,Comprehension,Pei/Xo,6,2,245,0,Verde,0,113.85965396047891,
Shipibo,sh_13,6,femenino,c.c.n.n. (bahuanisho),4,02/08/2017,6,Comprehension,Yankon,6,2,1,1,Azul/Verde,1,,
Shipibo,sh_13,6,femenino,c.c.n.n. (bahuanisho),4,02/08/2017,6,Comprehension,Joshin,6,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_13,6,femenino,c.c.n.n. (bahuanisho),4,02/08/2017,6,Comprehension,Pei/Xo,6,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Comprehension,Yankon,6,2,1,1,Azul/Verde,1,,
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Comprehension,Joshin,6,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Comprehension,Pei/Xo,6,2,325,0,Verde,0,104.20868389918375,
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Comprehension,Pei/Xo,8,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Comprehension,Yankon,7,2,320,1,Azul/Verde,1,,
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Comprehension,Joshin,7,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Comprehension,Pei/Xo,7,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Comprehension,Yankon,9,2,234,1,Azul/Verde,1,,
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Comprehension,Joshin,9,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Comprehension,Pei/Xo,9,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Comprehension,Joshin,8,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Comprehension,Yankon,6,2,320,1,Azul/Verde,1,,
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Comprehension,Joshin,6,2,234,0,Rojo,0,113.85965396047891,
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Comprehension,Pei/Xo,6,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Comprehension,Yankon,7,2,320,1,Azul/Verde,1,,
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Comprehension,Joshin,7,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Comprehension,Pei/Xo,7,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Comprehension,Yankon,10,2,234,1,Azul/Verde,1,,
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Comprehension,Joshin,10,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Comprehension,Pei/Xo,10,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Comprehension,Yankon,8,2,320,1,Azul/Verde,1,,
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Comprehension,Yankon,8,2,320,1,Azul/Verde,1,,
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Comprehension,Joshin,8,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Comprehension,Pei/Xo,8,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Comprehension,Yankon,8,2,274,0,Azul/Verde,1,,
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_24,7,femenino,c.c.n.n. (bahuanisho),10,03/08/2017,7.7,Comprehension,Pei/Xo,8,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Comprehension,Yankon,10,2,1,1,Azul/Verde,1,,
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Comprehension,Joshin,10,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_25,9,femenino,c.c.n.n. (bahuanisho),11,03/08/2017,9.7,Comprehension,Pei/Xo,10,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_26,8,femenino,c.c.n.n. (bahuanisho),12,03/08/2017,8.5,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Comprehension,Yankon,5,2,1,1,Azul/Verde,1,,
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Comprehension,Joshin,5,2,320,1,Rojo,0,71.2641529803028,
Shipibo,sh_27,5,femenino,c.c.n.n. (bahuanisho),13,03/08/2017,5.4,Comprehension,Pei/Xo,5,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Comprehension,Yankon,6,2,325,1,Azul/Verde,1,,
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Comprehension,Joshin,6,2,320,1,Rojo,0,71.2641529803028,
Shipibo,sh_28,5,femenino,c.c.n.n. (bahuanisho),14,03/08/2017,5.5,Comprehension,Pei/Xo,6,2,234,1,Verde,,,
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Comprehension,Yankon,9,2,1,1,Azul/Verde,1,,
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Comprehension,Joshin,9,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_29,8 or 9,femenino,c.c.n.n. (bahuanisho),15,03/08/2017,9,Comprehension,Pei/Xo,9,2,274,0,Verde,0,74.88113647641842,
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Comprehension,Yankon,8,2,325,1,Azul/Verde,1,,
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Comprehension,Joshin,8,2,274,0,Rojo,1,85.85165694382374,
Shipibo,sh_30,7 or 8,femenino,c.c.n.n. (bahuanisho),16,03/08/2017,8,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Comprehension,Yankon,8,2,320,1,Azul/Verde,1,,
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Comprehension,Joshin,8,2,274,0,Rojo,1,85.85165694382374,
Shipibo,sh_31,8,femenino,c.c.n.n. (bahuanisho),17,03/08/2017,7.9,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Comprehension,Joshin,8,2,320,1,Rojo,0,71.2641529803028,
Shipibo,sh_32,8,femenino,c.c.n.n. (bahuanisho),18,03/08/2017,8,Comprehension,Pei/Xo,8,2,297,0,Verde,0,119.88323068719829,
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Comprehension,Yankon,11,2,1,1,Azul/Verde,1,,
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Comprehension,Joshin,11,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_33,11,masculino,c.c.n.n. (bahuanisho),19,03/08/2017,11.1,Comprehension,Pei/Xo,11,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Comprehension,Yankon,11,2,320,1,Azul/Verde,1,,
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Comprehension,Joshin,11,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_34,11,femenino,c.c.n.n. (bahuanisho),20,03/08/2017,11,Comprehension,Pei/Xo,11,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Comprehension,Joshin,8,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_35,7,femenino,c.c.n.n. (bahuanisho),21,03/08/2017,7.5,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Comprehension,Yankon,9,2,1,1,Azul/Verde,1,,
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Comprehension,Joshin,9,2,274,0,Rojo,1,85.85165694382374,
Shipibo,sh_36,8,masculino,c.c.n.n. (bahuanisho),22,03/08/2017,8.7,Comprehension,Pei/Xo,9,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Comprehension,Yankon,10,2,234,1,Azul/Verde,1,,
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Comprehension,Joshin,10,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_37,9,femenino,c.c.n.n. (bahuanisho),23,03/08/2017,9.7,Comprehension,Pei/Xo,10,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_38,8,femenino,c.c.n.n. (bahuanisho),24,03/08/2017,9.3,Comprehension,Yankon,9,2,325,1,Azul/Verde,1,,
Shipibo,sh_38,8,femenino,c.c.n.n. (bahuanisho),24,03/08/2017,9.3,Comprehension,Joshin,9,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_38,8,femenino,c.c.n.n. (bahuanisho),24,03/08/2017,9.3,Comprehension,Pei/Xo,9,2,325,0,Verde,0,104.20868389918375,
Shipibo,sh_39,7,masculino,c.c.n.n. (bahuanisho),25,03/08/2017,7,Comprehension,Yankon,7,2,325,1,Azul/Verde,1,,
Shipibo,sh_39,7,masculino,c.c.n.n. (bahuanisho),25,03/08/2017,7,Comprehension,Joshin,7,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_39,7,masculino,c.c.n.n. (bahuanisho),25,03/08/2017,7,Comprehension,Pei/Xo,7,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_40,7,masculino,c.c.n.n. (bahuanisho),26,03/08/2017,7.5,Comprehension,Yankon,8,2,245,0,Azul/Verde,1,,
Shipibo,sh_40,7,masculino,c.c.n.n. (bahuanisho),26,03/08/2017,7.5,Comprehension,Joshin,8,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_40,7,masculino,c.c.n.n. (bahuanisho),26,03/08/2017,7.5,Comprehension,Pei/Xo,8,2,274,0,Verde,0,74.88113647641842,
Shipibo,sh_41,8,masculino,c.c.n.n. (bahuanisho),27,03/08/2017,8.2,Comprehension,Yankon,8,2,320,1,Azul/Verde,1,,
Shipibo,sh_41,8,masculino,c.c.n.n. (bahuanisho),27,03/08/2017,8.2,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_41,8,masculino,c.c.n.n. (bahuanisho),27,03/08/2017,8.2,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_42,10,femenino,c.c.n.n. (bahuanisho),1,05/08/2017,10,Comprehension,Yankon,10,2,1,1,Azul/Verde,1,,
Shipibo,sh_42,10,femenino,c.c.n.n. (bahuanisho),1,05/08/2017,10,Comprehension,Joshin,10,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_42,10,femenino,c.c.n.n. (bahuanisho),1,05/08/2017,10,Comprehension,Pei/Xo,10,2,234,1,Verde,,,
Shipibo,sh_43,8,femenino,c.c.n.n. (bahuanisho),2,05/08/2017,8.5,Comprehension,Yankon,8,2,325,1,Azul/Verde,1,,
Shipibo,sh_43,8,femenino,c.c.n.n. (bahuanisho),2,05/08/2017,8.5,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_43,8,femenino,c.c.n.n. (bahuanisho),2,05/08/2017,8.5,Comprehension,Pei/Xo,8,2,234,1,Verde,,,
Shipibo,sh_44,6,femenino,c.c.n.n. (bahuanisho),3,05/08/2017,6,Comprehension,Yankon,6,2,325,1,Azul/Verde,1,,
Shipibo,sh_44,6,femenino,c.c.n.n. (bahuanisho),3,05/08/2017,6,Comprehension,Joshin,6,2,274,0,Rojo,1,85.85165694382374,
Shipibo,sh_44,6,femenino,c.c.n.n. (bahuanisho),3,05/08/2017,6,Comprehension,Pei/Xo,6,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_45,10,masculino,c.c.n.n. (bahuanisho),4,05/08/2017,10.6,Comprehension,Yankon,11,2,234,1,Azul/Verde,1,,
Shipibo,sh_45,10,masculino,c.c.n.n. (bahuanisho),4,05/08/2017,10.6,Comprehension,Joshin,11,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_45,10,masculino,c.c.n.n. (bahuanisho),4,05/08/2017,10.6,Comprehension,Pei/Xo,11,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_46,11,masculino,c.c.n.n. (bahuanisho),5,05/08/2017,11,Comprehension,Yankon,11,2,234,1,Azul/Verde,1,,
Shipibo,sh_46,11,masculino,c.c.n.n. (bahuanisho),5,05/08/2017,11,Comprehension,Joshin,11,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_46,11,masculino,c.c.n.n. (bahuanisho),5,05/08/2017,11,Comprehension,Pei/Xo,11,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_47,9,masculino,c.c.n.n. (bahuanisho),6,05/08/2017,9.4,Comprehension,Yankon,9,2,234,1,Azul/Verde,1,,
Shipibo,sh_47,9,masculino,c.c.n.n. (bahuanisho),6,05/08/2017,9.4,Comprehension,Joshin,9,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_47,9,masculino,c.c.n.n. (bahuanisho),6,05/08/2017,9.4,Comprehension,Pei/Xo,9,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_48,11,femenino,c.c.n.n. (bahuanisho),7,05/08/2017,11.7,Comprehension,Yankon,12,2,234,1,Azul/Verde,1,,
Shipibo,sh_48,11,femenino,c.c.n.n. (bahuanisho),7,05/08/2017,11.7,Comprehension,Joshin,12,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_48,11,femenino,c.c.n.n. (bahuanisho),7,05/08/2017,11.7,Comprehension,Pei/Xo,12,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_49,8,masculino,c.c.n.n. (bahuanisho),8,05/08/2017,8.1,Comprehension,Yankon,8,2,1,1,Azul/Verde,1,,
Shipibo,sh_49,8,masculino,c.c.n.n. (bahuanisho),8,05/08/2017,8.1,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_49,8,masculino,c.c.n.n. (bahuanisho),8,05/08/2017,8.1,Comprehension,Pei/Xo,8,2,234,1,Verde,,,
Shipibo,sh_50,8,femenino,c.c.n.n. (bahuanisho),9,05/08/2017,8.7,Comprehension,Yankon,9,2,325,1,Azul/Verde,1,,
Shipibo,sh_50,8,femenino,c.c.n.n. (bahuanisho),9,05/08/2017,8.7,Comprehension,Joshin,9,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_50,8,femenino,c.c.n.n. (bahuanisho),9,05/08/2017,8.7,Comprehension,Pei/Xo,9,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_51,11,masculino,c.c.n.n. (bahuanisho),10,05/08/2017,11.6,Comprehension,Yankon,12,2,1,1,Azul/Verde,1,,
Shipibo,sh_51,11,masculino,c.c.n.n. (bahuanisho),10,05/08/2017,11.6,Comprehension,Joshin,12,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_51,11,masculino,c.c.n.n. (bahuanisho),10,05/08/2017,11.6,Comprehension,Pei/Xo,12,2,1,0,Verde,0,75.71344992800157,
Shipibo,sh_52,10,femenino,bena jema,20,10/08/2017,10.2,Comprehension,Yankon,10,2,,,Azul/Verde,,,
Shipibo,sh_52,10,femenino,bena jema,20,10/08/2017,10.2,Comprehension,Joshin,10,2,,,Rojo,,,
Shipibo,sh_52,10,femenino,bena jema,20,10/08/2017,10.2,Comprehension,Pei/Xo,10,2,,,Verde,,,
Shipibo,sh_53,10,masculino,bena jema,21,10/08/2017,10,Comprehension,Yankon,10,2,234,1,Azul/Verde,1,,
Shipibo,sh_53,10,masculino,bena jema,21,10/08/2017,10,Comprehension,Joshin,10,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_53,10,masculino,bena jema,21,10/08/2017,10,Comprehension,Pei/Xo,10,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_54,9,femenino,bena jema,22,10/08/2017,9.6,Comprehension,Yankon,10,2,320,1,Azul/Verde,1,,
Shipibo,sh_54,9,femenino,bena jema,22,10/08/2017,9.6,Comprehension,Joshin,10,2,297,0,Rojo,1,93.1910736068643,
Shipibo,sh_54,9,femenino,bena jema,22,10/08/2017,9.6,Comprehension,Pei/Xo,10,2,234,1,Verde,,,
Shipibo,sh_55,7,femenino,bena jema,23,10/08/2017,7.5,Comprehension,Yankon,8,2,234,1,Azul/Verde,1,,
Shipibo,sh_55,7,femenino,bena jema,23,10/08/2017,7.5,Comprehension,Joshin,8,2,325,1,Rojo,1,66.94457558308963,
Shipibo,sh_55,7,femenino,bena jema,23,10/08/2017,7.5,Comprehension,Pei/Xo,8,2,320,0,Verde,0,62.08941536204057,
Shipibo,sh_56,9,masculino,bena jema,24,10/08/2017,9.6,Comprehension,Yankon,10,2,1,1,Azul/Verde,1,,
Shipibo,sh_56,9,masculino,bena jema,24,10/08/2017,9.6,Comprehension,Joshin,10,2,,,Rojo,,,
Shipibo,sh_56,9,masculino,bena jema,24,10/08/2017,9.6,Comprehension,Pei/Xo,10,2,,,Verde,,,
Shipibo,sh_57,8,femenino,bena jema,25,10/08/2017,8.5,Comprehension,Yankon,8,2,320,1,Azul/Verde,1,,
Shipibo,sh_57,8,femenino,bena jema,25,10/08/2017,8.5,Comprehension,Joshin,8,2,,,Rojo,,,
Shipibo,sh_57,8,femenino,bena jema,25,10/08/2017,8.5,Comprehension,Pei/Xo,8,2,,,Verde,,,
Shipibo,sh_1,6,femenino,bilingue,7,17/07/2017,6.4,Comprehension,Yankon,6,3,325,1,Azul/Verde,1,,
Shipibo,sh_2,7,femenino,bilingue,8,17/07/2017,7.4,Comprehension,Yankon,7,3,1,1,Azul/Verde,1,,
Shipibo,sh_3,9,masculino,bilingue,5,17/07/2017,9.6,Comprehension,Yankon,10,3,325,1,Azul/Verde,1,,
Shipibo,sh_4,7,masculino,bilingue,6,17/07/2017,7.3,Comprehension,Yankon,7,3,320,1,Azul/Verde,1,,
Shipibo,sh_5,7,femenino,bilingue,1,17/07/2017,7.8,Comprehension,Yankon,8,3,1,1,Azul/Verde,1,,
Shipibo,sh_6,8,masculino,bilingue,2,17/07/2017,8.2,Comprehension,Yankon,8,3,320,1,Azul/Verde,1,,
Shipibo,sh_7,5,masculino,bilingue,3,17/07/2017,5.7,Comprehension,Yankon,6,3,245,0,Azul/Verde,1,,
Shipibo,sh_8,8,femenino,bilingue,4,17/07/2017,8.9,Comprehension,Yankon,9,3,1,1,Azul/Verde,1,,
Shipibo,sh_9,8,masculino,bilingue,9,17/07/2017,8.3,Comprehension,Yankon,8,3,274,0,Azul/Verde,1,,
Shipibo,sh_10,7,masculino,c.c.n.n. (bahuanisho),1,02/08/2017,7,Comprehension,Yankon,7,3,320,1,Azul/Verde,1,,
Shipibo,sh_11,6,masculino,c.c.n.n. (bahuanisho),2,02/08/2017,6.9,Comprehension,Yankon,7,3,274,0,Azul/Verde,1,,
Shipibo,sh_12,5,femenino,c.c.n.n. (bahuanisho),3,02/08/2017,6.5,Comprehension,Yankon,6,3,320,1,Azul/Verde,1,,
Shipibo,sh_13,6,femenino,c.c.n.n. (bahuanisho),4,02/08/2017,6,Comprehension,Yankon,6,3,325,1,Azul/Verde,1,,
Shipibo,sh_14,6,masculino,c.c.n.n. (bahuanisho),5,02/08/2017,6.3,Comprehension,Yankon,6,3,234,1,Azul/Verde,1,,
Shipibo,sh_15,8,femenino,c.c.n.n. (bahuanisho),1,03/08/2017,8.4,Comprehension,Yankon,8,3,325,1,Azul/Verde,1,,
Shipibo,sh_16,7,femenino,c.c.n.n. (bahuanisho),2,03/08/2017,7.3,Comprehension,Yankon,7,3,1,1,Azul/Verde,1,,
Shipibo,sh_17,9,masculino,c.c.n.n. (bahuanisho),3,03/08/2017,9.3,Comprehension,Yankon,9,3,320,1,Azul/Verde,1,,
Shipibo,sh_18,8,femenino,c.c.n.n. (bahuanisho),4,03/08/2017,8,Comprehension,Yankon,8,3,320,1,Azul/Verde,1,,
Shipibo,sh_19,6,femenino,c.c.n.n. (bahuanisho),5,03/08/2017,6,Comprehension,Yankon,6,3,325,1,Azul/Verde,1,,
Shipibo,sh_20,6,masculino,c.c.n.n. (bahuanisho),6,03/08/2017,6.6,Comprehension,Yankon,7,3,297,0,Azul/Verde,1,,
Shipibo,sh_21,9,masculino,c.c.n.n. (bahuanisho),7,03/08/2017,9.5,Comprehension,Yankon,10,3,320,1,Azul/Verde,1,,
Shipibo,sh_22,7,femenino,c.c.n.n. (bahuanisho),8,03/08/2017,7.8,Comprehension,Yankon,8,3,1,1,Azul/Verde,1,,
Shipibo,sh_23,8,femenino,c.c.n.n. (bahuanisho),9,03/08/2017,8.1,Comprehension,Yankon,8,3,1,1,Azul/Verde,1,,
